16,140
18,20
23,50
27,40
35,80
37,20
39,20
52,130
53,10
58,50
62,40
76,140
82,60
83,10
96,130
100,40
104,40
106,20
108,20
110,20
142,320
149,70
153,40
155,20
158,30
160,20
164,40
171,70
176,50
182,60
185,30
201,160
203,20
209,60
218,90
222,40
232,100
235,30
248,130
254,60
259,50
261,20
265,40
283,180
291,80
305,140
309,40
315,60
324,90
326,20
340,140
345,50
349,40
355,60
367,120
377,100
378,10
388,100
390,20
400,100
404,40
406,20
410,40
414,40
420,60
422,20
426,40
428,20
443,150
449,60
473,240
478,50
480,20
493,130
495,20
504,90
506,20
508,20
510,20
518,80
520,20
522,20
524,20
536,120
539,30
541,20
545,40
550,50
558,80
560,20
565,50
588,230
590,20
592,20
600,80
602,20
608,60
612,40
617,50
619,20
622,30
626,40
627,10
632,50
634,20
636,20
660,240
665,50
667,20
675,80
697,220
712,150
714,20
718,40
720,20
726,60
728,20
751,230
763,120
765,20
773,80
779,60
781,20
784,30
789,50
791,20
795,40
797,20
800,30
810,100
812,20
814,20
816,20
818,20
826,80
829,30
831,20
833,20
861,280
863,20
869,60
871,20
873,20
882,90
886,40
888,20
891,30
893,20
896,30
898,20
919,210
921,20
924,30
931,70
942,110
951,90
953,20
957,40
969,120
971,20
973,20
988,150
991,30
995,40
997,20
1018,210
1065,470
1069,40
1072,30
1074,20
1093,190
1107,140
1117,100
1122,50
1139,170
1141,20
1143,20
1148,50
1152,40
1154,20
1160,60
1190,300
1205,150
1221,160
1223,20
1232,90
1245,130
1247,20
1250,30
1252,20
1256,40
1258,20
1259,10
1265,60
1273,80
1294,210
1312,180
1316,40
1319,30
1329,100
1336,70
1338,20
1347,90
1349,20
1351,20
1356,50
1358,20
1365,70
1367,20
1370,30
1372,20
1374,20
1376,20
1378,20
1380,20
1382,20
1384,20
1387,30
1389,20
1392,30
1395,30
1397,20
1400,30
1427,270
1429,20
1432,30
1434,20
1436,20
1441,50
1443,20
1447,40
1451,40
1455,40
1457,20
1459,20
1466,70
1471,50
1474,30
1476,20
1478,20
1488,100
1498,100
1506,80
1508,20
1510,20
1513,30
1515,20
1519,40
1521,20
1523,20
1525,20
1527,20
1530,30
1532,20
1536,40
1541,50
1543,20
1545,20
1547,20
1549,20
1551,20
1557,60
1559,20
1565,60
1567,20
1582,150
1586,40
1589,30
1591,20
1595,40
1597,20
1600,30
1604,40
1606,20
1620,140
1623,30
1647,240
1649,20
1651,20
1653,20
1659,60
1661,20
1663,20
1668,50
1673,50
1676,30
1678,20
1691,130
1695,40
1697,20
1702,50
1714,40
1716,10
1719,20
1724,10
1726,10
1728,10
1730,10
1732,10
1738,30
1743,20
1745,10
1747,10
1749,20
1751,10
1772,90
1779,20
1782,10
1784,10
1786,10
1791,20
1794,10
1798,10
1800,10
1827,50
1835,20
1847,40
1848,0
1851,10
1859,0
1867,20
1871,20
1875,10
1884,30
1886,20
1893,20
1897,10
1903,10
1905,20
1916,40
1920,10
1950,100
1952,10
1968,50
1970,20
1972,10
1978,10
1982,20
1988,10
1989,10
2002,60
2006,0
2022,40
2024,10
2063,120
2065,10
2076,20
2080,10
2097,60
2106,30
2114,40
2117,10
2143,60
2145,20
2162,50
2187,80
2193,10
2195,10
2197,0
2203,20
2205,10
2209,10
2214,20
2219,20
2229,50
2233,20
2235,10
2261,70
2263,10
2268,40
2280,20
2287,30
2290,10
2292,20
2297,20
2299,10
2302,10
2304,10
2306,10
2309,10
2311,10
2317,20
2322,10
2324,10
2329,10
2331,10
2333,20
2336,10
2338,20
2340,10
2347,20
2349,20
2351,10
2353,10
2355,10
2364,30
2366,10
2380,20
2389,30
2401,20
2406,40
2407,10
2409,20
2417,20
2419,20
2424,10
2426,20
2437,50
2441,10
2445,10
2449,0
2457,10
2460,0
2462,20
2464,10
2467,10
2475,10
2482,10
2484,10
2486,10
2490,10
2492,20
2500,20
2513,30
2515,10
2520,20
2525,20
2527,10
2529,10
2532,10
2534,10
2538,10
2540,10
2546,20
2548,20
2550,10
2553,10
2555,20
2566,20
2584,40
2585,0
2603,20
2625,70
2627,20
2631,20
2635,10
2637,10
2641,20
2655,30
2665,40
2671,20
2692,70
2701,50
2703,20
2706,10
2708,10
2715,20
2730,60
2733,20
2736,0
2738,20
2740,10
2758,50
2766,20
2773,30
2776,10
2780,20
2783,10
2789,20
2793,20
2796,10
2800,10
2803,10
2805,10
2807,10
2810,10
2815,20
2819,10
2821,20
2823,10
2827,0
2829,0
2832,20
2842,20
2849,30
2856,30
2867,50
2874,20
2877,10
2899,40
2901,10
2904,10
2911,30
2913,20
2915,20
2917,10
2928,30
2930,20
2946,40
2948,10
2955,40
2959,10
2990,70
2998,10
3023,80
3026,10
3028,10
3030,10
3035,10
3036,0
3038,10
3042,10
3044,10
3047,20
3049,20
3052,10
3055,0
3057,20
3060,0
3065,20
3067,0
3071,0
3085,50
3089,10
3091,10
3098,30
3101,10
3103,10
3105,10
3108,10
3124,90
3133,20
3137,10
3143,10
3147,30
3155,20
3157,20
3161,10
3163,10
3167,10
3170,0
3172,10
3177,10
3208,70
3213,20
3215,0
3221,10
3235,40
3245,40
3252,10
3254,20
3263,40
3270,20
3272,10
3279,10
3283,10
3285,20
3296,40
3298,10
3306,20
3310,10
3343,100
3345,10
3347,20
3349,20
3364,80
3370,20
3376,10
3378,10
3385,20
3396,30
3418,50
3421,10
3429,30
3431,10
3439,20
3442,10
3475,100
3484,20
3517,80
3519,10
3540,90
3542,20
3546,10
3554,20
3557,10
3561,10
3565,10
3569,20
3576,10
3578,10
3581,10
3588,30
3590,20
3608,70
3622,60
3624,10
3627,10
3633,20
3636,20
3639,10
3657,50
3659,20
3662,10
3681,60
3687,30
3691,10
3712,80
3724,40
3726,10
3745,70
3747,10
3758,50
3763,20
3767,10
3772,10
3775,10
3779,10
3781,20
3796,30
3798,10
3801,10
3803,10
3806,10
3814,30
3821,20
3825,20
3831,10
3843,20
3845,20
3847,0
3849,10
3863,80
3865,10
3898,100
3900,10
3903,10
3905,10
3921,70
3931,50
3966,100
3987,50
3989,10
3991,10
3993,0
3997,20
4007,20
4019,30
4021,20
4027,40
4029,10
4036,40
4044,20
4046,10
4054,10
4063,30
4083,40
4087,10
4089,0
4091,20
4094,10
4101,30
4105,0
4107,10
4109,10
